num_lines,empty_lines_ratio,avg_len_lines,num_line_com,avg_len_line_com,num_block_com,avg_len_block_com,num_variables,avg_len_variables,num_if,num_for,num_do,num_while,num_switch,num_cast,class
71.0,0.1744186046511628,25.033327860778197,1.0,49.0,0.0,0.0,15.0,3.3333333333333335,3.0,5.0,0.0,0.0,0.0,0.0,0.0
64.0,0.2,25.815047021943574,1.0,49.0,0.0,0.0,15.0,3.8666666666666667,3.0,5.0,0.0,0.0,0.0,0.0,0.0
67.0,0.1829268292682926,25.9364847599927,1.0,49.0,0.0,0.0,14.0,3.7857142857142856,4.0,4.0,0.0,0.0,0.0,0.0,0.0
74.0,0.1868131868131868,25.523894595801696,1.0,49.0,0.0,0.0,17.0,3.2941176470588234,4.0,6.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2025316455696202,25.988308808707924,1.0,49.0,0.0,0.0,16.0,3.4375,1.0,4.0,0.0,0.0,0.0,0.0,1.0
65.0,0.1975308641975308,27.699561821299294,3.0,44.666666666666664,0.0,0.0,14.0,3.857142857142857,1.0,4.0,0.0,0.0,0.0,0.0,1.0
68.0,0.1807228915662650,26.15775448569906,1.0,49.0,0.0,0.0,14.0,3.5,3.0,5.0,0.0,0.0,0.0,0.0,0.0
62.0,0.1948051948051948,26.87476360579954,2.0,36.5,0.0,0.0,15.0,3.6,1.0,4.0,0.0,0.0,0.0,0.0,1.0
76.0,0.24,23.046462513199575,1.0,49.0,0.0,0.0,16.0,3.125,3.0,6.0,0.0,0.0,0.0,0.0,0.0
64.0,0.2195121951219512,26.450095602294454,1.0,49.0,0.0,0.0,15.0,4.666666666666667,1.0,4.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2317073170731707,24.693996502817175,1.0,49.0,0.0,0.0,13.0,3.6923076923076925,1.0,4.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2125,25.22795142345212,1.0,49.0,0.0,0.0,15.0,4.133333333333334,1.0,4.0,0.0,0.0,0.0,0.0,1.0
63.0,0.2025316455696202,25.685748840959484,1.0,49.0,0.0,0.0,12.0,3.9166666666666665,2.0,4.0,0.0,0.0,0.0,0.0,1.0
62.0,0.1948051948051948,26.065770119773063,1.0,49.0,0.0,0.0,14.0,3.857142857142857,1.0,4.0,0.0,0.0,0.0,0.0,1.0
65.0,0.1975308641975308,26.927986283101543,2.0,36.0,0.0,0.0,16.0,4.0625,1.0,4.0,0.0,0.0,0.0,0.0,1.0
61.0,0.1973684210526315,25.804804154944815,1.0,49.0,0.0,0.0,15.0,4.066666666666666,1.0,4.0,0.0,0.0,0.0,0.0,0.0
61.0,0.2077922077922078,26.71395001068148,1.0,49.0,0.0,0.0,13.0,4.076923076923077,1.0,4.0,0.0,0.0,0.0,0.0,1.0
80.0,0.1578947368421052,27.366512854317733,1.0,49.0,0.0,0.0,19.0,3.1578947368421053,2.0,9.0,0.0,0.0,0.0,0.0,0.0
62.0,0.1948051948051948,26.14666946837571,1.0,49.0,0.0,0.0,13.0,4.153846153846154,2.0,4.0,0.0,0.0,0.0,0.0,0.0
